Probe_Set_ID;Transcript_ID;Gene_Title;Gene_Symbol;SOM_cluster;Expression_pattern;Develoment_relation
214245_at;Hs.244621.2;ribosomal protein S14;RPS14;c0;;D
213895_at;Hs.79368.1;epithelial membrane protein 1;EMP1;c0;;D
213820_s_at;Hs.172803.2;START domain containing 5;STARD5;c0;;
213430_at;Hs.7972.2;RUN and FYVE domain containing 3;RUFY3;c0;;
213317_at;Hs.21103.0;chloride intracellular channel 5;CLIC5;c0;;
213114_at;Hs.40500.2;---;---;c0;;
212873_at;Hs.196914.0;histocompatibility (minor) HA-1;HMHA1;c0;;
211805_s_at;g6453728;solute carrier family 8 (sodium/calcium exchanger), ;SLC8A1;c0;;
;;member 1;;;;
211756_at;g13543620;parathyroid hormone-like hormone;PTHLH;c0;;D
211603_s_at;g5733846;ets variant gene 4 (E1A enhancer binding protein, E1AF);ETV4;c0;;D
211570_s_at;g13278866;receptor-associated protein of the synapse;RAPSN;c0;;
211520_s_at;g183280;glutamate receptor, ionotropic, AMPA 1;GRIA1;c0;;
211402_x_at;g2209118;nuclear receptor subfamily 6, group A, member 1;NR6A1;c0;;
211164_at;g12003436;EPH receptor A3;EPHA3;c0;;
211113_s_at;g1314276;ATP-binding cassette, sub-family G (WHITE), member 1;ABCG1;c0;;
211064_at;g13623586;zinc finger protein 493;ZNF493;c0;;
211017_s_at;g5730867;neurofibromin 2 (bilateral acoustic neuroma);NF2;c0;;
210952_at;g12654832;adaptor-related protein complex 4, sigma 1 subunit;AP4S1;c0;;D
210941_at;g2979419;protocadherin 7;PCDH7;c0;;
210834_s_at;g1389574;prostaglandin E receptor 3 (subtype EP3);PTGER3;c0;;D
210745_at;g4100315;one cut domain, family member 1;ONECUT1;c0;;D
210742_at;g3136329;CDC14 cell division cycle 14 homolog A (S. cerevisiae);CDC14A;c0;;
210738_s_at;g3298567;solute carrier family 4, sodium bicarbonate cotransporter, ;SLC4A4;c0;;
;;member 4;;;;
210687_at;g12652864;carnitine palmitoyltransferase 1A (liver);CPT1A;c0;;
210683_at;g7328129;neurturin;NRTN;c0;;D
210630_s_at;g4581007;RAD52 homolog (S. cerevisiae);RAD52;c0;;
210612_s_at;g12034891;synaptojanin 2;SYNJ2;c0;;
210579_s_at;g12407412;tripartite motif-containing 10;TRIM10;c0;;D
210556_at;g1835590;nuclear factor of activated T-cells, cytoplasmic, ;NFATC3;c0;;
;;calcineurin-dependent 3;;;;
210426_x_at;g451563;RAR-related orphan receptor A;RORA;c0;;
210366_at;g5006264;solute carrier organic anion transporter family, ;SLCO1B1;c0;;
;;member 1B1;;;;
210268_at;g13242068;nuclear transcription factor, X-box binding 1;NFX1;c0;;
210047_at;g3211761;solute carrier family 11 (proton-coupled divalent metal ;SLC11A2;c0;;
;;ion transporters), member 2;;;;
209956_s_at;g4096107;calcium/calmodulin-dependent protein kinase (CaM ;CAMK2B;c0;;
;;kinase) II beta;;;;
209938_at;g3258662;transcriptional adaptor 2 (ADA2 homolog, yeast)-like;TADA2L;c0;;
209925_at;g1322281;occludin /// similar to Occludin;NAIP /// OCLN;c0;;D
209908_s_at;Hs.169300.1;Transforming growth factor, beta 2;TGFB2;c0;;D
209846_s_at;g12803966;butyrophilin, subfamily 3, member A2;BTN3A2;c0;;
209766_at;g6650791;peroxiredoxin 3;PRDX3;c0;;
209758_s_at;g1165211;microfibrillar associated protein 5;MFAP5;c0;;
209626_s_at;Hs.197955.0;oxysterol binding protein-like 3;OSBPL3;c0;;
209423_s_at;g13195150;PHD finger protein 20;PHF20;c0;;
209145_s_at;g3201989;"core-binding factor, runt domain, alpha subunit 2;";CBFA2T2;c0;;
;; translocated to, 2;;;;
208553_at;g4885378;histone cluster 1, H1e;HIST1H1E;c0;;D
208493_at;g7524012;homeobox A11;HOXA11;c0;;D
208484_at;g4885372;histone cluster 1, H1a;HIST1H1A;c0;;D
208217_at;g4503870;gamma-aminobutyric acid (GABA) receptor, rho 2;GABRR2;c0;;
208175_s_at;g4758171;dentin matrix acidic phosphoprotein;DMP1;c0;;D
207963_at;g7657155;chromosome 6 open reading frame 54;C6orf54;c0;;
207960_at;g6912433;---;---;c0;;
207793_s_at;g4758273;erythrocyte membrane protein band 4.1 (elliptocytosis ;EPB41;c0;;
;;1, RH-linked);;;;
207642_at;g4557634;hypocretin (orexin) neuropeptide precursor;HCRT;c0;;
207587_at;g13376998;crystallin, gamma A;CRYGA;c0;;D
207468_s_at;g8400734;secreted frizzled-related protein 5;SFRP5;c0;;D
207455_at;g4505556;purinergic receptor P2Y, G-protein coupled, 1;P2RY1;c0;;
207393_at;g6006037;hypocretin (orexin) receptor 2;HCRTR2;c0;;
207373_at;g4504470;homeobox D10;HOXD10;c0;;D
207303_at;g4826893;phosphodiesterase 1C, calmodulin-dependent 70kDa;PDE1C;c0;;
207174_at;g5360214;glypican 5;GPC5;c0;;
207010_at;g12548775;gamma-aminobutyric acid (GABA) A receptor, beta 1;GABRB1;c0;;
206995_x_at;g4507202;scavenger receptor class F, member 1;SCARF1;c0;;
206983_at;g4757939;chemokine (C-C motif) receptor 6;CCR6;c0;;
206932_at;g4502498;cholesterol 25-hydroxylase;CH25H;c0;;
206751_s_at;g4758889;phosphate cytidylyltransferase 1, choline, beta;PCYT1B;c0;;
206584_at;g7662503;lymphocyte antigen 96;LY96;c0;;
206577_at;g4507896;vasoactive intestinal peptide;VIP;c0;;
206460_at;g9055277;adherens junction associated protein 1;AJAP1;c0;;
206427_s_at;g517022;melan-A;MLANA;c0;;
206269_at;g4730818;glial cells missing homolog 1 (Drosophila);GCM1;c0;;D
206253_at;g4557526;discs, large homolog 2, chapsyn-110 (Drosophila);DLG2;c0;;
206211_at;g4506870;selectin E (endothelial adhesion molecule 1);SELE;c0;;
206161_s_at;Hs.23179.0;synaptotagmin V;SYT5;c0;;
206084_at;g4506324;protein tyrosine phosphatase, receptor type, R;PTPRR;c0;;D
205952_at;g4504848;potassium channel, subfamily K, member 3;KCNK3;c0;;
205747_at;g4757921;cerebellin 1 precursor;CBLN1;c0;;D
205630_at;g4503040;corticotropin releasing hormone;CRH;c0;;
205577_at;g5032008;"phosphorylase, glycogen; muscle (McArdle syndrome, ";PYGM;c0;;
;;glycogen storage disease type V);;;;
205438_at;g5902031;protein tyrosine phosphatase, non-receptor type 21;PTPN21;c0;;
205242_at;g5453576;chemokine (C-X-C motif) ligand 13 (B-cell;CXCL13;c0;;D
;; chemoattractant);;;;
205224_at;g8924249;surfeit 2;SURF2;c0;;
205083_at;g6598319;aldehyde oxidase 1;AOX1;c0;;
204959_at;g4505226;myeloid cell nuclear differentiation antigen;MNDA;c0;;
204922_at;g13375894;chromosome 11 open reading frame 80;C11orf80;c0;;
204845_s_at;g4503574;glutamyl aminopeptidase (aminopeptidase A);ENPEP;c0;;D
204834_at;g5730074;fibrinogen-like 2;FGL2;c0;;
204782_at;Hs.85195.0;---;---;c0;;
204748_at;g4506264;prostaglandin-endoperoxide synthase 2 (prostaglandin ;PTGS2;c0;;D
;;G/H synthase and cyclooxygenase);;;;
204592_at;g4557528;discs, large homolog 4 (Drosophila);DLG4;c0;;D
204537_s_at;g12707559;gamma-aminobutyric acid (GABA) A receptor, epsilon;GABRE;c0;;
204096_s_at;g12053058;elongation factor RNA polymerase II;ELL;c0;;
203930_s_at;g8400712;microtubule-associated protein tau;MAPT;c0;;D
203766_s_at;g6912323;leiomodin 1 (smooth muscle);LMOD1;c0;;
203148_s_at;g7661927;tripartite motif-containing 14;TRIM14;c0;;D
202663_at;Hs.24143.0;WAS/WASL interacting protein family, member 1;WIPF1;c0;;
202525_at;g4506152;protease, serine, 8;PRSS8;c0;;
201793_x_at;Hs.15087.0;Smg-7 homolog, nonsense mediated mRNA decay factor ;SMG7;c0;;
;;(C. elegans);;;;
201467_s_at;Hs.80706.0;NAD(P)H dehydrogenase, quinone 1;NQO1;c0;;
1570496_at;Hs2.382989.1;CDNA clone IMAGE:4616837;---;c0;;
1570042_a_at;Hs2.130633.1;ADAM metallopeptidase domain 9 (meltrin gamma);ADAM9;c0;;
1569998_at;Hs2.382818.1;monocyte to macrophage differentiation-associated 2;MMD2;c0;;D
1569969_a_at;Hs2.112921.3;unc-13 homolog C (C. elegans);UNC13C;c0;;
1569940_at;Hs2.407632.1;Solute carrier family 6, member 16;SLC6A16;c0;;
1569854_at;Hs2.382686.1;CDNA clone IMAGE:4723738;---;c0;;
1569806_at;Hs2.382095.1;CDNA clone IMAGE:4838164;---;c0;;
1569453_a_at;Hs2.128454.2;hypothetical locus LOC692247;LOC692247;c0;;
1569408_at;Hs2.397392.1;Eukaryotic translation initiation factor 2C, 4;EIF2C4;c0;;
1569208_a_at;Hs2.269429.1;Homo sapiens, clone IMAGE:4704474, mRNA;---;c0;;
1569186_at;Hs2.148228.1;myosin IIIA;MYO3A;c0;;
1569167_at;Hs2.383131.1;Homo sapiens, clone IMAGE:3867502, mRNA;---;c0;;
1569024_at;Hs2.435670.1;family with sequence similarity 13, member A1;FAM13A1;c0;;
1568987_at;Hs2.121730.1;hypothetical LOC401884;MGC57346;c0;;
1568887_at;Hs2.385810.1;CDNA clone IMAGE:4822266;---;c0;;
1568864_at;Hs2.399810.1;Hypothetical protein MGC2752;MGC2752;c0;;
1568736_s_at;Hs2.371203.1;CDNA clone IMAGE:4795078;---;c0;;
1568661_at;Hs2.407587.1;CDNA clone IMAGE:5303305;---;c0;;
1567527_at;Hs2.435890.1;Ubiquitin B (UBB) mRNA, 3' UTR and genetic ;---;c0;;
;;suppressor element;;;;
1566959_at;Hs2.383813.1;"MRNA; cDNA DKFZp564H023 (from clone ";---;c0;;
;;DKFZp564H023);;;;
1566426_at;Hs2.376879.1;"MRNA; cDNA DKFZp451O169 (from clone ";---;c0;;
;;DKFZp451O169);;;;
1566142_at;Hs2.376268.1;CDNA FLJ37949 fis, clone CTONG2009156;---;c0;;
1565716_at;Hs2.392171.1;"fusion (involved in t(12;16) in malignant liposarcoma)";FUS;c0;;
1565644_at;Hs2.432328.1;Hypothetical protein LOC143286;LOC143286;c0;;
1564757_a_at;Hs2.348626.3;hypothetical protein BC015395;LOC130940;c0;;
1564469_at;Hs2.350621.3;leiomodin 3 (fetal);LMOD3;c0;;
1564344_at;Hs2.429537.1;ATPase, Class II, type 9B;ATP9B;c0;;
1564308_a_at;Hs2.350684.3;membrane protein, palmitoylated 7 (MAGUK p55 ;MPP7;c0;;
;;subfamily member 7);;;;
1564151_at;Hs2.375886.1;CDNA FLJ25521 fis, clone CBR06845;---;c0;;
1564084_at;Hs2.377010.1;Carbamoyl-phosphate synthetase 2, aspartate ;CAD;c0;;
;;transcarbamylase, and dihydroorotase;;;;
1564077_at;Hs2.352651.1;CDNA FLJ23860 fis, clone LNG08308;---;c0;;
1563963_at;Hs2.375657.1;"MRNA; cDNA DKFZp564F0416 (from clone ";---;c0;;
;;DKFZp564F0416);;;;
1563521_at;Hs2.352658.1;MOB1, Mps One Binder kinase activator-like 2B (yeast);MOBKL2B;c0;;
1563489_at;Hs2.376893.1;hypothetical protein LOC285638;LOC285638;c0;;
1563022_at;Hs2.351801.1;hypothetical gene supported by BC017958;LOC347475;c0;;
1562342_at;Hs2.375789.1;"MRNA; cDNA DKFZp667G1416 (from clone ";---;c0;;
;;DKFZp667G1416);;;;
1562289_at;Hs2.376781.1;"MRNA; cDNA DKFZp434N0220 (from clone ";---;c0;;
;;DKFZp434N0220);;;;
1562259_at;Hs2.377041.1;Testis expressed sequence 9;TEX9;c0;;
1562163_at;Hs2.384660.1;Full length insert cDNA clone YR43F03;---;c0;;
1562012_at;Hs2.206992.1;---;---;c0;;
1561939_at;Hs2.384482.1;dynein, cytoplasmic 2, heavy chain 1;DYNC2H1;c0;;
1561777_at;Hs2.385182.1;(TL22) mRNA from LNCaP cell line;---;c0;;
1561723_at;Hs2.398203.2;hypothetical protein LOC339894;LOC339894;c0;;
1561430_s_at;Hs2.341906.5;chromosome 3 open reading frame 15;C3orf15;c0;;
1561017_at;Hs2.384565.1;Full length insert cDNA clone YW28G08;---;c0;;
1560981_a_at;Hs2.103110.1;peroxisome proliferator-activated receptor alpha;PPARA;c0;;D
1560922_s_at;Hs2.429720.1;zinc finger protein 169;ZNF169;c0;;
1560906_at;Hs2.144221.1;hypothetical protein HUMYZ82H07;HUMYZ82H07;c0;;
1560774_at;Hs2.146493.1;CDNA FLJ40491 fis, clone TESTI2044306;---;c0;;
1560662_s_at;Hs2.379846.1;WAS protein homology region 2 domain containing ;WHDC1L1;c0;;
;;1-like 1;;;;
1560596_at;Hs2.323130.1;Full length insert cDNA clone ZD43B07;---;c0;;
1560556_a_at;Hs2.254005.1;Pleckstrin homology domain containing, family A ;PLEKHA8;c0;;
;;(phosphoinositide binding specific) member 8;;;;
1560486_at;Hs2.367967.1;syntaxin binding protein 3;STXBP3;c0;;
1560346_at;Hs2.378532.1;"MRNA; cDNA DKFZp564D032 (from clone ";---;c0;;
;;DKFZp564D032);;;;
1560224_at;Hs2.433190.1;AT hook containing transcription factor 1;AHCTF1;c0;;D
1560177_at;Hs2.376219.1;coiled-coil domain containing 66;CCDC66;c0;;
1559672_a_at;Hs2.151560.4;chromosome 9 open reading frame 93;C9orf93;c0;;
1559633_a_at;Hs2.7138.2;cholinergic receptor, muscarinic 3 /// similar to ;CHRM3 /// ;c0;;D
;;cholinergic receptor, muscarinic 3;LOC730413;;;
1559576_at;Hs2.105426.1;WD repeat domain 78;WDR78;c0;;
1559523_at;Hs2.434131.1;CDNA clone IMAGE:4821044;---;c0;;
1559355_at;Hs2.32893.1;neurexophilin 2;NXPH2;c0;;
1559161_at;Hs2.239116.1;CDNA FLJ38294 fis, clone FCBBF3010211;---;c0;;
1559131_a_at;Hs2.326933.1;Homo sapiens, clone IMAGE:5189615, mRNA;---;c0;;
1559128_at;Hs2.421785.1;hydroxysteroid dehydrogenase like 2;HSDL2;c0;;
1559062_at;Hs2.345359.1;Homo sapiens, clone IMAGE:5730164, mRNA;---;c0;;
1559002_at;Hs2.436005.1;hypothetical protein LOC340544;LOC340544;c0;;
1558987_at;Hs2.147595.1;hypothetical protein FLJ40473;FLJ40473;c0;;
1558968_at;Hs2.268919.1;CDNA FLJ37623 fis, clone BRCOC2014013;---;c0;;
1558841_at;Hs2.237569.1;serologically defined colon cancer antigen 10;SDCCAG10;c0;;
1558834_s_at;Hs2.229829.2;chromosome 1 open reading frame 62;C1orf62;c0;;
1558791_at;Hs2.395301.1;hypothetical protein LOC286467;LOC286467;c0;;
1558724_at;Hs2.242923.1;Hypothetical LOC645478;LOC645478;c0;;
1558702_at;Hs2.314422.2;Testis expressed sequence 10;TEX10;c0;;
1558588_at;Hs2.333144.1;---;---;c0;;
1558346_at;Hs2.350916.1;COX17 cytochrome c oxidase assembly homolog ;COX17;c0;;
;;(S. cerevisiae);;;;
1558340_at;Hs2.407478.1;DIX domain containing 1;DIXDC1;c0;;D
1558237_x_at;Hs2.298058.1;---;---;c0;;
1558199_at;Hs2.424388.1;fibronectin 1;FN1;c0;;
1558082_at;Hs2.151560.3;chromosome 9 open reading frame 93;C9orf93;c0;;
1558062_at;Hs2.88607.1;F-box protein 10;FBXO10;c0;;
1557296_at;Hs2.350378.1;"hypothetical gene supported by AK022887; AK056417";FLJ12825;c0;;
1557241_a_at;Hs2.58670.1;Full length insert cDNA clone ZD89B07;---;c0;;
1557203_at;Hs2.435313.1;similar to poly(A) binding protein, cytoplasmic 1;RP11-493K23.2;c0;;
1557181_s_at;Hs2.172982.1;similar to expressed sequence AI593442;LOC399947;c0;;
1557099_at;Hs2.435194.1;CDNA FLJ35092 fis, clone PLACE6006077;---;c0;;
1557080_s_at;Hs2.382699.1;Integrin, beta-like 1 (with EGF-like repeat domains);ITGBL1;c0;;
1556978_a_at;Hs2.254211.4;taube nuss homolog (mouse);TBN;c0;;D
1556963_at;Hs2.371436.1;CDNA FLJ34002 fis, clone FCBBF1000206;---;c0;;
1556903_at;Hs2.163564.1;CDNA FLJ37392 fis, clone BRAMY2026976;---;c0;;
1556891_at;Hs2.397673.1;Sortilin-related VPS10 domain containing receptor 1;SORCS1;c0;;
1556814_a_at;Hs2.118212.1;Full length insert cDNA clone ZA96G04;---;c0;;
1556542_a_at;Hs2.157378.1;Full length insert cDNA clone YZ60H05;---;c0;;
1556488_s_at;Hs2.341906.4;chromosome 3 open reading frame 15;C3orf15;c0;;
1556413_a_at;Hs2.196245.1;Full length insert cDNA clone ZE08G04;---;c0;;
1556388_a_at;Hs2.38715.1;CDNA FLJ38824 fis, clone LIVER2008945;---;c0;;
1556378_a_at;Hs2.189160.1;"hypothetical gene supported by AK127288; AY343901";LOC440896;c0;;
1556321_a_at;Hs2.47578.1;MRNA full length insert cDNA clone EUROIMAGE ;---;c0;;
;;283668;;;;
1556318_s_at;Hs2.397035.1;Full length insert cDNA YQ07B06;---;c0;;
1556314_a_at;Hs2.224794.1;(clone 1NIB-4) normalized cDNA library sequence;---;c0;;
1556043_a_at;Hs2.377845.1;CDNA clone IMAGE:5272988;---;c0;;
1556009_at;Hs2.376432.1;peroxisome biogenesis factor 13;PEX13;c0;;D
1556003_a_at;Hs2.213950.1;---;---;c0;;
1555978_s_at;Hs2.311412.1;CDNA FLJ33153 fis, clone UTERU2000332;---;c0;;
1555912_at;Hs2.327908.1;ST7 overlapping transcript 1 (antisense non-coding ;ST7OT1;c0;;
;;RNA);;;;
1555808_a_at;Hs2.5457.2;exonuclease 3'-5' domain-like 2;EXDL2;c0;;
1555728_a_at;Hs2.325960.4;membrane-spanning 4-domains, subfamily A, member 4;MS4A4A;c0;;
1555719_a_at;Hs2.341906.3;chromosome 3 open reading frame 15;C3orf15;c0;;
1555702_a_at;Hs2.48793.8;ST3 beta-galactoside alpha-2,3-sialyltransferase 3;ST3GAL3;c0;;
1555600_s_at;Hs2.355475.4;apolipoprotein L, 4;APOL4;c0;;
1555516_at;Hs2Affx.1.342;forkhead box P2;FOXP2;c0;;D
1555474_at;Hs2Affx.1.326;tubulin tyrosine ligase-like family, member 3;TTLL3;c0;;
1555192_at;Hs2.42636.2;zinc finger protein 277 pseudogene;ZNF277P;c0;;
1555188_at;Hs2.380218.1;hCG2020170 /// hypothetical protein LOC731614;hCG_2020170 /// ;c0;;
;;;LOC731614;;;
1555034_at;Hs2.348640.2;clarin 1;CLRN1;c0;;
1554801_at;Hs2.352165.1;MGC27121 gene;MGC27121;c0;;
1554786_at;Hs2.283102.2;chromosome 20 open reading frame 32;C20orf32;c0;;
1554766_s_at;Hs2.8854.1;---;---;c0;;
1554717_a_at;Hs2.172081.3;phosphodiesterase 4D, cAMP-specific ;PDE4D;c0;;
;;(phosphodiesterase E3 dunce homolog, Drosophila);;;;
1554528_at;Hs2.341906.2;chromosome 3 open reading frame 15;C3orf15;c0;;
1554453_at;Hs2.91684.2;heterogeneous nuclear ribonucleoprotein L-like;HNRPLL;c0;;
1554287_at;Hs2.65736.3;tripartite motif-containing 4;TRIM4;c0;;
1554248_at;Hs2.169984.2;zinc finger protein 638;ZNF638;c0;;
1554047_at;Hs2.153884.2;thioredoxin domain containing 9;TXNDC9;c0;;
1553864_at;Hs2.134065.1;hypothetical protein DKFZp761H2121;DKFZp761H2121;c0;;
1553805_at;Hs2.278116.1;chromosome 3 open reading frame 49;C3orf49;c0;;
1553574_at;Hs2Affx.1.45;interferon epsilon 1;IFNE1;c0;;
1553153_at;Hs2.130017.1;ATPase, H+ transporting, lysosomal 38kDa, V0 ;ATP6V0D2;c0;;
;;subunit d2;;;;
1553138_a_at;Hs2.379097.1;ankyrin repeat domain 41;ANKRD41;c0;;
1553013_at;Hs2.350768.1;contactin associated protein-like 5;CNTNAP5;c0;;
1552930_at;Hs2.380483.1;membrane metallo-endopeptidase-like 1;MMEL1;c0;;
1552752_a_at;Hs2.48507.1;cell adhesion molecule 2;CADM2;c0;;
1552673_at;Hs2.352276.1;regulatory factor X domain containing 1;RFXDC1;c0;;
1552634_a_at;Hs2.164284.1;zinc finger protein 101;ZNF101;c0;;
1552632_a_at;Hs2.279937.1;arylsulfatase G;ARSG;c0;;
1552520_at;Hs2.99439.1;transmembrane protein 74;TMEM74;c0;;
1552506_at;Hs2.373527.1;crumbs homolog 2 (Drosophila);CRB2;c0;;
1552365_at;Hs2.210473.1;scinderin;SCIN;c0;;D
60815_at;4855400_RC;polymerase (RNA) II (DNA directed) polypeptide J, ;POLR2J4;c1;ARCH;
;;13.3kDa pseudogene;;;;
59437_at;4851280_RC;chromosome 9 open reading frame 116;C9orf116;c1;ARCH;
58308_at;4853112;tripartite motif-containing 62;TRIM62;c1;ARCH;
41037_at;4860509_RC;TEA domain family member 4;TEAD4;c1;ARCH;D
32402_s_at;4811865;symplekin;SYMPK;c1;ARCH;
244878_at;Hs.193800.0;Transcribed locus;---;c1;ARCH;
244772_at;Hs.291587.0;Transcribed locus;---;c1;ARCH;
244755_at;Hs.130786.0;---;---;c1;ARCH;
244738_at;Hs.134880.0;bromodomain and WD repeat domain containing 3;BRWD3;c1;ARCH;
244698_at;Hs.278029.0;CMT1A duplicated region transcript 4;CDRT4;c1;ARCH;
244610_x_at;Hs.191170.0;Transcribed locus;---;c1;ARCH;
244546_at;Hs.205711.0;cytochrome c, somatic;CYCS;c1;ARCH;D
244478_at;Hs.152375.0;Leucine rich repeat containing 37, member A3;LRRC37A3;c1;ARCH;
244464_at;Hs.116135.0;---;---;c1;ARCH;
244419_at;Hs.128453.0;Frizzled-related protein;FRZB;c1;ARCH;D
244387_at;Hs.293184.0;Transcribed locus;---;c1;ARCH;
244219_at;Hs.164178.0;Transcribed locus;---;c1;ARCH;
244133_at;Hs.144049.0;Transcribed locus;---;c1;ARCH;
243780_at;Hs.136232.0;CDNA FLJ46553 fis, clone THYMU3038879;---;c1;ARCH;
243709_at;Hs.120506.0;hypothetical protein FLJ90709;FLJ90709;c1;ARCH;
243617_at;Hs.229022.0;Hypothetical protein LOC152485;LOC152485;c1;ARCH;
243198_at;Hs.307415.0;testis expressed 9;TEX9;c1;ARCH;
243150_at;Hs.107108.0;Transcribed locus;---;c1;ARCH;
242984_at;Hs.223550.0;muskelin 1, intracellular mediator containing kelch ;MKLN1;c1;ARCH;
;;motifs;;;;
242981_at;Hs.245815.0;Transcribed locus;---;c1;ARCH;
242975_s_at;Hs.159354.1;Transcribed locus;---;c1;ARCH;
242901_at;Hs.208179.0;"MRNA; cDNA DKFZp686G24244 (from clone ";---;c1;ARCH;
;;DKFZp686G24244);;;;
242812_at;Hs.109081.0;Tripartite motif-containing 26;TRIM26;c1;ARCH;
242756_at;Hs.143728.0;---;---;c1;ARCH;
242699_at;Hs.123526.0;---;---;c1;ARCH;
242677_at;Hs.173548.0;Transcribed locus;---;c1;ARCH;
242562_at;Hs.266785.0;DPH4, JJJ3 homolog (S. cerevisiae);DPH4;c1;ARCH;
242532_at;Hs.275477.0;---;---;c1;ARCH;
242374_at;Hs.131799.0;Transcribed locus;---;c1;ARCH;
242287_at;Hs.168325.0;---;---;c1;ARCH;
242196_at;Hs.23798.0;Transcribed locus;---;c1;ARCH;
241837_at;Hs.308770.0;---;---;c1;ARCH;
241776_at;Hs.143502.0;Transcribed locus, weakly similar to NP_001074253.1  ;---;c1;ARCH;
;;provirus ancestral Env polyprotein [Pan troglodytes];;;;
241774_at;Hs.246240.0;Transcribed locus;---;c1;ARCH;
241752_at;Hs.283691.0;solute carrier family 8 (sodium/calcium exchanger), ;SLC8A1;c1;ARCH;
;;member 1;;;;
241720_at;Hs.131005.0;zinc finger protein 326;ZNF326;c1;ARCH;
241689_at;Hs.171397.0;Transcribed locus;---;c1;ARCH;
241484_x_at;Hs.55179.0;Hypothetical protein LOC283788;LOC283788;c1;ARCH;
241102_at;Hs.114122.0;Transcribed locus;---;c1;ARCH;
240829_at;Hs.191643.0;---;---;c1;ARCH;
240824_at;Hs.134491.0;Transcribed locus;---;c1;ARCH;
240625_at;Hs.190516.0;hypothetical protein LOC729026 /// ;LOC729026 /// ;c1;ARCH;
;;hypothetical protein LOC731781;LOC731781;;;
240593_x_at;Hs.36011.0;---;---;c1;ARCH;
240261_at;Hs.179246.0;target of myb1 (chicken)-like 1;TOM1L1;c1;ARCH;
240206_at;Hs.118163.0;Threonyl-tRNA synthetase;TARS;c1;ARCH;
240145_at;Hs.326475.0;Transcribed locus, weakly similar to NP_149931.1  ;---;c1;ARCH;
;;dehydrogenase subunit 1 [Trichosurus vulpecula];;;;
239989_at;Hs.224046.0;Transcribed locus;---;c1;ARCH;
239919_at;Hs.50701.0;hypothetical protein LOC255480;LOC255480;c1;ARCH;
239831_at;Hs.270188.0;Transmembrane protein 106C;TMEM106C;c1;ARCH;
239811_at;Hs.129037.0;---;---;c1;ARCH;
239792_at;Hs.285921.1;Similar to FLJ16518 protein;LOC440288;c1;ARCH;
239791_at;Hs.269918.1;Hypothetical LOC404266;LOC404266;c1;ARCH;
239760_at;Hs.153739.0;CDNA FLJ30257 fis, clone BRACE2002467;---;c1;ARCH;
239758_at;Hs.26125.0;---;---;c1;ARCH;
239757_at;Hs.143842.0;Zinc finger, AN1-type domain 6;ZFAND6;c1;ARCH;
239741_at;Hs.87194.0;hypothetical protein LOC283658;LOC283658;c1;ARCH;
239680_at;Hs.120605.0;Transcribed locus;---;c1;ARCH;
239603_x_at;Hs.271381.0;---;---;c1;ARCH;
239314_at;Hs.136944.0;similar to RIKEN cDNA 8030451K01;RP11-50D16.3;c1;ARCH;
239265_at;Hs.26534.0;transmembrane protein 20;TMEM20;c1;ARCH;
239258_at;Hs.272148.0;Transcribed locus;---;c1;ARCH;
239252_at;Hs.123679.0;Transcribed locus;---;c1;ARCH;
239240_at;Hs.150683.0;Transcribed locus;---;c1;ARCH;
239210_at;Hs.87134.0;Transcribed locus;---;c1;ARCH;
239155_at;Hs.44648.0;similar to coxsackie virus and adenovirus receptor ;LOC653108 /// ;c1;ARCH;
;;precursor;LOC730425;;;
239124_at;Hs.18920.0;Transcribed locus;---;c1;ARCH;
239108_at;Hs.31445.0;Male sterility domain containing 1;MLSTD1;c1;ARCH;
239001_at;Hs.132678.0;Microsomal glutathione S-transferase 1;MGST1;c1;ARCH;
238660_at;Hs.181693.0;WD repeat and FYVE domain containing 3;WDFY3;c1;ARCH;
238508_at;Hs.170880.0;DBF4 homolog B (S. cerevisiae);DBF4B;c1;ARCH;
238488_at;Hs.161129.0;importin 11;IPO11;c1;ARCH;D
238476_at;Hs.46640.0;adult retina protein;LOC153222;c1;ARCH;
238475_at;Hs.259305.0;Transcribed locus;---;c1;ARCH;
238197_at;Hs.40112.0;GATA binding protein 5;GATA5;c1;ARCH;
238172_at;Hs.65818.0;---;---;c1;ARCH;
238170_at;Hs.42736.0;Transcribed locus;---;c1;ARCH;
238130_at;Hs.194620.0;nuclear factor of activated T-cells, cytoplasmic,;NFATC2IP;c1;ARCH;
